0	 0.9568	 0.9568	 0
0.004995	 0.95683	 0.95683	 0
0.00999001	 0.95686	 0.95686	 0
0.014985	 0.95689	 0.95689	 0
0.01998	 0.95692	 0.95692	 0
0.024975	 0.95695	 0.95695	 0
0.02997	 0.95698	 0.95698	 0
0.034965	 0.95701	 0.95701	 0
0.03996	 0.95704	 0.95704	 0
0.044955	 0.95707	 0.95707	 0
0.04995	 0.9571	 0.9571	 0
0.0549451	 0.95713	 0.95713	 0
0.0599401	 0.95716	 0.95716	 0
0.0649351	 0.95719	 0.95719	 0
0.0699301	 0.95722	 0.95722	 0
0.0749251	 0.95725	 0.95725	 0
0.0799201	 0.95728	 0.95728	 0
0.0849151	 0.95731	 0.95731	 0
0.0899101	 0.95734	 0.95734	 0
0.0949051	 0.95737	 0.95737	 0
0.0999001	 0.9574	 0.9574	 0
0.104895	 0.95743	 0.95743	 0
0.10989	 0.95746	 0.95746	 0
0.114885	 0.95749	 0.95749	 0
0.11988	 0.95752	 0.95752	 0
0.124875	 0.95755	 0.95755	 0
0.12987	 0.95758	 0.95758	 0
0.134865	 0.95761	 0.95761	 0
0.13986	 0.95764	 0.95764	 0
0.144855	 0.95767	 0.95767	 0
0.14985	 0.9577	 0.9577	 0
0.154845	 0.957729	 0.957729	 0
0.15984	 0.957759	 0.957759	 0
0.164835	 0.957789	 0.957789	 0
0.16983	 0.957819	 0.957819	 0
0.174825	 0.957849	 0.957849	 0
0.17982	 0.957879	 0.957879	 0
0.184815	 0.957909	 0.957909	 0
0.18981	 0.957938	 0.957938	 0
0.194805	 0.957968	 0.957968	 0
0.1998	 0.957998	 0.957998	 0
0.204795	 0.958028	 0.958028	 0
0.20979	 0.958058	 0.958058	 0
0.214785	 0.958087	 0.958087	 0
0.21978	 0.958117	 0.958117	 0
0.224775	 0.958147	 0.958147	 0
0.22977	 0.958177	 0.958177	 0
0.234765	 0.958206	 0.958206	 0
0.23976	 0.958236	 0.958236	 0
0.244755	 0.958266	 0.958266	 0
0.24975	 0.958295	 0.958295	 0
0.254745	 0.958325	 0.958325	 0
0.25974	 0.958355	 0.958355	 0
0.264735	 0.958384	 0.958384	 0
0.26973	 0.958414	 0.958414	 0
0.274725	 0.958443	 0.958443	 0
0.27972	 0.958473	 0.958473	 0
0.284715	 0.958503	 0.958503	 0
0.28971	 0.958532	 0.958532	 0
0.294705	 0.958562	 0.958562	 0
0.2997	 0.958591	 0.958591	 0
0.304695	 0.958621	 0.958621	 0
0.30969	 0.95865	 0.95865	 0
0.314685	 0.95868	 0.95868	 0
0.31968	 0.958709	 0.958709	 0
0.324675	 0.958738	 0.958738	 0
0.32967	 0.958768	 0.958768	 0
0.334665	 0.958797	 0.958797	 0
0.33966	 0.958826	 0.958826	 0
0.344655	 0.958856	 0.958856	 0
0.34965	 0.958885	 0.958885	 0
0.354645	 0.958914	 0.958914	 0
0.35964	 0.958944	 0.958944	 0
0.364635	 0.958973	 0.958973	 0
0.36963	 0.959002	 0.959002	 0
0.374625	 0.959031	 0.959031	 0
0.37962	 0.959061	 0.959061	 0
0.384615	 0.95909	 0.95909	 0
